age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome
33;management;single;tertiary;no;1962;no;no;cellular;13;jul;363;1;181;1;failure
29;self-employed;single;tertiary;no;1579;no;no;cellular;13;jul;178;1;181;4;success
79;retired;divorced;primary;no;2787;no;no;telephone;13;jul;617;1;377;1;success
24;student;single;secondary;no;1123;no;no;cellular;13;jul;475;1;412;1;other
27;technician;single;secondary;no;643;no;no;cellular;13;jul;317;1;-1;0;unknown
63;retired;married;tertiary;no;4692;yes;no;cellular;13;jul;88;1;181;2;failure
36;management;single;unknown;no;62;no;no;cellular;13;jul;311;1;91;2;success
38;self-employed;divorced;tertiary;no;6447;no;no;cellular;13;jul;316;3;182;1;failure
31;unemployed;married;tertiary;no;330;no;no;cellular;13;jul;309;1;181;3;success
22;student;single;secondary;no;71;no;no;cellular;13;jul;337;1;181;2;success
36;services;married;unknown;no;618;no;no;cellular;13;jul;360;1;335;2;success
40;management;married;tertiary;no;4539;no;no;cellular;13;jul;256;3;439;1;failure
25;technician;single;tertiary;yes;160;no;yes;unknown;13;jul;151;1;-1;0;unknown
31;technician;married;tertiary;no;2166;no;no;cellular;13;jul;577;6;182;2;success
26;blue-collar;single;secondary;no;2007;no;no;cellular;13;jul;272;3;182;2;success
51;management;married;tertiary;no;3463;no;yes;cellular;13;jul;371;2;166;3;other
27;admin.;single;tertiary;no;4738;no;no;cellular;13;jul;752;1;-1;0;unknown
46;admin.;divorced;secondary;no;99;no;no;unknown;14;jul;18;1;-1;0;unknown
70;retired;divorced;primary;no;482;no;no;telephone;14;jul;413;1;181;3;success
24;student;single;primary;no;1235;no;no;cellular;14;jul;334;4;93;6;other
23;student;single;secondary;no;1298;no;no;cellular;14;jul;603;1;-1;0;unknown
41;technician;single;secondary;no;5329;no;no;cellular;14;jul;397;2;-1;0;unknown
53;technician;married;primary;no;6181;no;no;cellular;14;jul;817;2;209;3;other
30;technician;single;secondary;no;1112;no;no;cellular;14;jul;133;3;-1;0;unknown
86;retired;married;primary;no;1255;no;no;telephone;14;jul;247;1;180;3;success
30;blue-collar;single;secondary;no;180;no;no;cellular;14;jul;203;1;183;2;failure
27;student;single;unknown;no;132;no;no;cellular;14;jul;276;1;-1;0;unknown
34;technician;single;tertiary;no;2733;no;no;cellular;14;jul;604;1;-1;0;unknown
49;services;married;secondary;no;725;no;yes;unknown;14;jul;70;1;-1;0;unknown
68;retired;divorced;secondary;no;4189;no;no;telephone;14;jul;897;2;-1;0;unknown
35;management;married;secondary;no;724;yes;no;cellular;14;jul;287;2;415;1;failure
30;admin.;married;secondary;no;222;no;no;telephone;14;jul;343;9;-1;0;unknown
28;student;single;secondary;no;205;no;no;cellular;14;jul;87;3;184;2;other
56;blue-collar;married;secondary;no;813;yes;yes;unknown;14;jul;71;1;-1;0;unknown
66;retired;married;secondary;no;154;no;no;cellular;15;jul;268;5;181;2;failure
36;blue-collar;single;tertiary;no;1830;no;no;cellular;15;jul;185;5;181;6;failure
30;management;single;tertiary;no;232;no;no;cellular;15;jul;219;1;91;1;success
60;retired;divorced;tertiary;no;979;yes;no;cellular;15;jul;346;1;181;4;success
46;admin.;married;secondary;no;5021;no;no;cellular;15;jul;957;1;182;1;success
47;admin.;married;secondary;no;3676;no;no;cellular;15;jul;415;2;342;1;other
31;technician;single;secondary;no;2544;no;no;cellular;15;jul;252;1;184;3;success
66;retired;married;primary;no;2173;no;no;cellular;15;jul;178;1;181;5;failure
64;housemaid;married;primary;no;768;no;no;cellular;15;jul;250;2;182;1;success
68;retired;married;secondary;no;2469;yes;no;telephone;15;jul;552;2;-1;0;unknown
63;blue-collar;married;secondary;no;180;no;no;cellular;15;jul;390;2;182;5;success
42;unemployed;married;secondary;no;1289;no;no;cellular;15;jul;250;4;415;2;failure
57;blue-collar;married;primary;no;3498;no;no;cellular;15;jul;210;2;456;2;success
29;student;single;secondary;no;658;no;no;cellular;15;jul;198;2;244;4;other
61;retired;married;secondary;no;938;no;no;cellular;15;jul;392;2;183;3;success
24;technician;single;secondary;no;3843;no;no;cellular;15;jul;561;2;-1;0;unknown
45;technician;single;tertiary;no;1591;no;no;cellular;15;jul;392;4;-1;0;unknown
60;services;single;secondary;no;739;no;no;cellular;15;jul;261;1;182;1;success
35;services;married;secondary;no;2918;no;yes;cellular;16;jul;815;2;407;3;success
38;admin.;single;secondary;no;4803;no;no;cellular;16;jul;129;2;182;2;success
58;management;married;tertiary;no;1318;no;no;cellular;16;jul;184;1;179;5;failure
43;unemployed;married;tertiary;no;0;no;no;cellular;16;jul;745;1;281;1;failure
64;retired;married;secondary;no;588;no;no;cellular;16;jul;574;1;179;3;success
26;admin.;married;secondary;no;2469;no;no;cellular;16;jul;136;8;-1;0;unknown
22;student;single;primary;no;423;no;no;cellular;16;jul;316;1;179;10;success
49;blue-collar;married;secondary;no;1946;no;no;cellular;16;jul;486;1;-1;0;unknown
52;technician;married;tertiary;no;2506;no;no;cellular;16;jul;377;1;228;3;failure
46;management;married;secondary;no;766;yes;no;unknown;16;jul;6;1;-1;0;unknown
19;student;single;secondary;no;302;no;no;cellular;16;jul;205;1;-1;0;unknown
41;management;divorced;tertiary;no;4567;yes;yes;cellular;16;jul;106;1;-1;0;unknown
31;management;divorced;tertiary;no;414;no;yes;cellular;16;jul;241;1;-1;0;unknown
37;management;married;tertiary;no;0;no;no;cellular;16;jul;268;2;182;3;success
48;unemployed;married;secondary;no;817;no;no;cellular;16;jul;806;3;183;5;success
36;management;divorced;tertiary;no;649;no;no;cellular;16;jul;237;2;91;1;failure
30;management;single;tertiary;no;1268;no;no;cellular;16;jul;73;4;-1;0;unknown
42;management;divorced;tertiary;no;5037;no;no;cellular;16;jul;100;6;84;14;success
33;technician;married;secondary;no;183;no;no;cellular;16;jul;457;2;182;3;other
30;admin.;married;secondary;no;1081;no;no;cellular;16;jul;222;2;-1;0;unknown
51;admin.;married;secondary;no;423;yes;yes;cellular;16;jul;84;5;183;2;failure
30;self-employed;married;secondary;no;123;no;yes;unknown;17;jul;66;1;85;5;other
32;services;married;primary;no;164;yes;no;unknown;17;jul;19;1;-1;0;unknown
39;blue-collar;married;secondary;no;2467;no;no;cellular;19;jul;207;2;276;3;other
34;technician;married;secondary;no;806;no;no;cellular;19;jul;253;3;458;1;success
46;technician;married;secondary;no;9299;no;no;cellular;19;jul;1148;1;276;2;other
58;blue-collar;divorced;primary;no;1299;no;no;cellular;19;jul;128;2;234;2;failure
42;management;married;unknown;no;1519;no;no;cellular;19;jul;268;1;-1;0;unknown
60;admin.;married;unknown;no;478;no;no;cellular;19;jul;173;2;311;8;failure
36;management;divorced;tertiary;no;1057;no;no;cellular;19;jul;230;2;164;2;failure
32;entrepreneur;married;tertiary;no;762;no;no;cellular;19;jul;187;11;-1;0;unknown
45;management;married;tertiary;no;31472;no;no;cellular;19;jul;568;7;-1;0;unknown
44;management;single;tertiary;no;1090;no;no;cellular;19;jul;204;4;532;2;other
73;retired;married;primary;no;1388;no;no;cellular;20;jul;146;3;190;3;success
46;blue-collar;married;secondary;no;6879;no;no;cellular;20;jul;296;1;281;2;failure
57;retired;married;secondary;no;3738;yes;no;cellular;20;jul;178;2;92;8;failure
35;management;married;tertiary;no;2374;yes;yes;cellular;20;jul;174;2;215;6;other
29;admin.;single;secondary;no;854;no;no;cellular;20;jul;175;5;95;1;other
29;admin.;single;secondary;no;1277;no;no;cellular;20;jul;165;2;481;1;success
35;blue-collar;married;secondary;no;-17;yes;no;unknown;20;jul;7;1;-1;0;unknown
31;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown
47;self-employed;married;secondary;no;523;no;no;unknown;20;jul;7;1;-1;0;unknown
41;blue-collar;married;primary;no;178;yes;no;unknown;20;jul;5;1;791;1;failure
29;management;single;tertiary;no;2344;yes;no;cellular;20;jul;288;1;133;2;failure
54;blue-collar;married;secondary;no;1636;no;no;telephone;20;jul;1008;2;-1;0;unknown
27;admin.;single;secondary;no;125;no;no;cellular;21;jul;104;1;288;8;failure
49;management;divorced;tertiary;no;300;no;no;cellular;21;jul;316;1;-1;0;unknown
24;admin.;single;secondary;no;1055;no;no;cellular;21;jul;338;1;-1;0;unknown
35;admin.;single;secondary;no;321;no;no;cellular;21;jul;143;1;412;3;other
24;student;single;secondary;no;1234;no;no;cellular;21;jul;314;1;156;2;success
34;management;divorced;tertiary;no;70;yes;no;unknown;22;jul;5;1;701;6;other
24;admin.;single;secondary;no;1295;no;no;cellular;22;jul;355;2;92;1;success
43;management;married;tertiary;no;839;no;no;cellular;22;jul;942;1;-1;0;unknown
34;unemployed;single;tertiary;no;1974;no;no;cellular;22;jul;355;1;342;3;success
60;unemployed;married;primary;no;0;no;no;cellular;22;jul;1193;1;412;1;other
27;admin.;married;tertiary;no;2855;no;no;cellular;22;jul;138;2;178;4;success
54;management;divorced;tertiary;no;5475;no;no;cellular;22;jul;321;4;-1;0;unknown
38;management;married;tertiary;no;536;yes;no;cellular;22;jul;248;1;-1;0;unknown
39;blue-collar;married;primary;no;558;yes;no;unknown;22;jul;23;1;531;3;failure
41;blue-collar;divorced;secondary;no;663;yes;no;unknown;22;jul;24;1;792;3;other
34;technician;single;secondary;no;1279;yes;no;cellular;22;jul;174;2;160;8;other
93;retired;married;unknown;no;775;no;no;cellular;22;jul;860;2;177;7;success
34;technician;single;secondary;no;1313;no;no;cellular;22;jul;427;2;94;4;failure
42;technician;single;secondary;no;631;no;no;telephone;22;jul;171;2;413;3;failure
36;management;married;tertiary;no;203;no;no;cellular;23;jul;608;3;179;2;success
33;admin.;single;tertiary;no;146;no;no;cellular;23;jul;351;3;-1;0;unknown
37;technician;single;tertiary;no;0;yes;no;cellular;23;jul;366;6;-1;0;unknown
35;management;married;tertiary;no;4124;yes;no;cellular;23;jul;350;2;445;7;other
41;admin.;married;secondary;no;14968;no;no;cellular;23;jul;1360;4;-1;0;unknown
49;admin.;married;secondary;no;197;yes;no;cellular;23;jul;125;1;101;3;success
33;management;single;tertiary;no;307;no;no;cellular;23;jul;113;6;179;4;failure
36;technician;divorced;secondary;no;1451;yes;no;cellular;23;jul;192;4;93;17;other
30;student;single;tertiary;no;3026;no;no;cellular;23;jul;251;1;535;1;failure
41;technician;single;tertiary;no;431;no;no;cellular;23;jul;196;1;88;5;failure
29;management;single;tertiary;no;985;yes;no;cellular;23;jul;396;2;-1;0;unknown
30;services;single;secondary;no;268;no;no;unknown;24;jul;86;1;-1;0;unknown
25;student;married;secondary;no;37;no;no;unknown;24;jul;11;1;-1;0;unknown
28;student;single;secondary;no;2015;no;no;cellular;26;jul;110;2;182;2;failure
82;retired;married;primary;no;243;no;no;cellular;26;jul;275;1;180;2;success
26;student;single;secondary;no;3090;no;no;cellular;26;jul;379;1;339;1;failure
56;retired;married;secondary;no;393;no;yes;cellular;26;jul;183;1;221;2;failure
33;technician;divorced;secondary;no;948;no;no;unknown;26;jul;7;1;-1;0;unknown
38;unemployed;married;secondary;no;995;no;no;unknown;26;jul;84;1;-1;0;unknown
27;technician;single;secondary;no;-69;no;no;unknown;26;jul;4;1;-1;0;unknown
27;management;single;tertiary;no;102;no;no;unknown;26;jul;9;1;-1;0;unknown
45;blue-collar;single;secondary;no;0;yes;no;cellular;26;jul;768;2;91;5;success
37;technician;married;secondary;no;1707;yes;no;cellular;26;jul;546;2;784;3;failure
48;management;married;tertiary;no;612;no;no;cellular;26;jul;86;7;292;1;other
46;admin.;married;unknown;no;5511;no;no;cellular;26;jul;414;2;389;1;success
37;management;married;tertiary;no;387;no;no;cellular;26;jul;128;2;419;1;failure
28;admin.;single;tertiary;no;313;no;yes;cellular;26;jul;461;2;326;4;failure
44;self-employed;divorced;secondary;no;8;no;no;cellular;26;jul;423;4;-1;0;unknown
32;admin.;single;secondary;no;457;no;no;cellular;26;jul;109;3;455;2;failure
40;technician;married;secondary;no;0;yes;yes;cellular;26;jul;105;2;172;1;failure
61;self-employed;married;tertiary;no;10861;no;no;cellular;26;jul;336;2;259;3;success
23;student;single;secondary;no;794;no;no;cellular;26;jul;607;3;171;3;other
69;retired;married;secondary;no;0;no;no;cellular;27;jul;666;1;90;4;success
33;services;single;unknown;no;2297;no;no;cellular;27;jul;527;1;-1;0;unknown
33;management;single;tertiary;no;373;no;yes;cellular;27;jul;267;1;180;4;failure
23;management;single;tertiary;no;1807;no;no;cellular;27;jul;606;1;-1;0;unknown
35;management;married;tertiary;no;775;no;no;unknown;27;jul;9;1;-1;0;unknown
31;services;single;secondary;yes;-248;no;no;unknown;27;jul;5;1;-1;0;unknown
27;services;single;secondary;no;230;no;no;unknown;27;jul;5;1;-1;0;unknown
49;admin.;divorced;secondary;no;1180;no;no;cellular;27;jul;139;2;181;4;success
31;admin.;single;secondary;no;255;no;no;cellular;27;jul;167;2;181;1;success
45;technician;married;secondary;no;2776;yes;no;cellular;27;jul;287;2;181;1;success
61;retired;married;secondary;no;1058;no;no;cellular;27;jul;218;2;91;3;success
41;retired;single;primary;no;2579;no;no;cellular;27;jul;235;1;287;1;failure
49;technician;married;secondary;no;308;no;no;cellular;27;jul;266;5;-1;0;unknown
47;admin.;married;secondary;no;1210;no;no;cellular;27;jul;493;4;-1;0;unknown
46;technician;married;unknown;no;3308;no;no;cellular;28;jul;219;2;-1;0;unknown
40;admin.;married;secondary;no;0;no;no;cellular;28;jul;496;2;182;11;success
55;technician;married;tertiary;no;1320;no;no;cellular;28;jul;340;1;91;2;success
24;student;single;secondary;no;822;no;no;cellular;28;jul;106;2;-1;0;unknown
39;unemployed;married;primary;no;7005;yes;no;cellular;28;jul;429;2;184;3;success
82;housemaid;divorced;primary;no;1381;no;no;cellular;28;jul;844;5;181;4;failure
27;technician;single;secondary;no;204;no;no;cellular;28;jul;471;2;-1;0;unknown
26;technician;married;secondary;no;267;yes;no;cellular;28;jul;817;2;-1;0;unknown
31;management;single;tertiary;no;725;yes;no;cellular;28;jul;211;1;92;2;failure
22;unemployed;single;tertiary;no;993;no;no;cellular;28;jul;115;3;93;1;other
27;student;single;tertiary;no;311;no;no;cellular;28;jul;462;1;148;4;success
32;admin.;married;secondary;no;389;yes;no;cellular;28;jul;129;3;233;3;failure
53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;1;success
54;management;married;tertiary;no;752;no;no;telephone;29;jul;211;5;491;4;other
53;technician;married;tertiary;no;2557;no;no;cellular;29;jul;95;4;182;7;success
29;management;married;tertiary;no;135;no;no;cellular;29;jul;225;4;-1;0;unknown
64;retired;married;secondary;no;1574;no;no;telephone;29;jul;301;3;-1;0;unknown
33;blue-collar;married;secondary;no;0;yes;no;unknown;29;jul;331;1;-1;0;unknown
57;technician;married;tertiary;no;1181;no;no;cellular;29;jul;169;2;182;2;success
31;management;single;tertiary;no;1761;yes;no;telephone;29;jul;332;3;440;3;failure
61;admin.;married;unknown;no;4629;yes;no;cellular;29;jul;349;3;183;2;success
35;unemployed;single;tertiary;no;154;no;no;cellular;29;jul;200;4;181;2;failure
57;unemployed;divorced;secondary;no;1088;no;no;cellular;29;jul;1697;1;-1;0;unknown
77;retired;married;secondary;no;4112;no;no;telephone;29;jul;426;1;184;3;success
36;services;married;secondary;no;11650;yes;no;telephone;29;jul;268;1;-1;0;unknown
32;management;married;tertiary;no;6138;no;no;cellular;29;jul;519;2;90;9;failure
25;services;single;unknown;no;2022;no;no;cellular;29;jul;276;8;97;12;other
61;management;married;unknown;no;264;no;no;telephone;29;jul;270;1;178;1;success
69;retired;single;tertiary;no;2144;no;no;cellular;29;jul;417;1;184;4;success
69;technician;married;tertiary;no;482;no;no;cellular;29;jul;478;1;267;1;failure
29;management;single;tertiary;no;0;no;no;cellular;29;jul;99;6;-1;0;unknown
35;management;single;tertiary;no;2187;yes;no;cellular;29;jul;229;1;174;13;other
47;management;divorced;tertiary;no;-130;yes;no;cellular;30;jul;221;4;431;5;other
30;admin.;single;tertiary;no;8;no;yes;cellular;30;jul;76;2;150;1;failure
28;admin.;single;secondary;no;261;yes;yes;cellular;30;jul;269;7;182;9;success
34;admin.;married;tertiary;no;0;no;no;cellular;30;jul;292;1;183;2;success
71;technician;married;secondary;no;3020;no;no;telephone;30;jul;304;1;270;3;failure
49;retired;married;primary;no;18;no;no;unknown;30;jul;9;1;-1;0;unknown
45;management;single;tertiary;no;4831;no;no;cellular;30;jul;852;3;182;11;success
64;retired;married;primary;no;12067;no;no;telephone;30;jul;367;2;92;2;success
39;entrepreneur;married;secondary;no;689;no;no;cellular;30;jul;240;3;-1;0;unknown
35;technician;single;secondary;no;1227;no;no;cellular;30;jul;1005;5;134;10;success
36;admin.;single;tertiary;no;980;no;no;cellular;30;jul;156;3;179;4;failure
22;student;single;unknown;no;1232;no;no;cellular;30;jul;283;1;430;2;other
27;technician;single;secondary;no;842;no;no;cellular;30;jul;273;1;91;1;other
83;housemaid;divorced;primary;no;5944;no;no;cellular;30;jul;200;3;-1;0;unknown
23;management;single;tertiary;no;906;no;no;cellular;30;jul;160;3;-1;0;unknown
31;services;single;tertiary;no;1626;no;no;unknown;31;jul;15;1;-1;0;unknown
34;unemployed;married;tertiary;no;822;no;no;unknown;1;aug;11;1;-1;0;unknown
35;self-employed;married;tertiary;no;980;no;no;cellular;2;aug;428;2;336;6;failure
80;retired;married;secondary;no;173;no;no;cellular;2;aug;87;3;-1;0;unknown
46;unknown;married;tertiary;no;8564;no;no;cellular;2;aug;397;2;342;1;failure
33;management;married;tertiary;no;643;no;no;cellular;2;aug;203;3;94;1;other
26;technician;single;secondary;no;1873;no;no;cellular;2;aug;1013;3;276;2;other
25;technician;single;secondary;no;31;no;no;cellular;2;aug;300;3;-1;0;unknown
54;services;married;secondary;no;386;yes;no;cellular;2;aug;155;2;-1;0;unknown
34;management;single;tertiary;no;275;no;no;cellular;2;aug;196;2;455;23;other
34;management;married;secondary;no;369;no;no;cellular;2;aug;868;3;342;4;failure
59;technician;single;secondary;no;571;no;yes;unknown;2;aug;25;1;-1;0;unknown
76;housemaid;married;primary;no;1483;no;no;cellular;2;aug;90;4;-1;0;unknown
32;technician;single;tertiary;no;388;no;no;cellular;2;aug;100;8;95;3;success
65;retired;divorced;unknown;no;300;no;no;cellular;2;aug;245;2;-1;0;unknown
37;blue-collar;single;unknown;no;871;yes;no;cellular;2;aug;209;1;542;4;failure
55;technician;married;unknown;no;240;yes;no;cellular;2;aug;108;3;277;1;success
53;admin.;single;secondary;no;2398;yes;no;cellular;2;aug;317;1;180;2;failure
63;management;married;tertiary;no;2785;no;no;cellular;2;aug;341;2;392;3;success
32;unemployed;single;secondary;no;8304;no;no;cellular;2;aug;486;1;286;2;failure
24;student;single;secondary;no;867;no;no;cellular;2;aug;135;7;108;8;other
33;student;single;unknown;no;2321;no;no;cellular;2;aug;308;1;109;4;failure
33;management;married;tertiary;no;7154;no;no;cellular;2;aug;153;4;129;4;other
38;technician;single;tertiary;no;1727;no;no;telephone;2;aug;141;2;185;6;other
37;management;single;tertiary;no;62;yes;no;cellular;2;aug;428;2;272;8;success
30;student;single;secondary;no;3096;no;no;cellular;2;aug;226;3;188;1;failure
36;technician;single;secondary;no;1745;no;no;cellular;2;aug;258;1;-1;0;unknown
29;student;single;secondary;no;1377;yes;no;cellular;3;aug;248;1;446;2;success
29;student;single;tertiary;no;163;no;no;cellular;3;aug;249;1;-1;0;unknown
38;management;married;tertiary;no;1199;no;no;cellular;3;aug;482;1;-1;0;unknown
34;admin.;married;tertiary;no;0;yes;yes;cellular;3;aug;108;2;180;7;failure
62;retired;married;secondary;no;569;no;no;cellular;3;aug;187;2;180;6;success
34;technician;married;secondary;no;0;yes;no;cellular;3;aug;261;1;470;2;failure
56;services;married;secondary;no;1989;no;no;cellular;3;aug;279;4;181;4;success
48;housemaid;single;primary;no;46;no;no;cellular;3;aug;113;2;180;1;failure
33;technician;married;secondary;no;1026;no;no;cellular;3;aug;326;2;340;3;failure
32;admin.;married;secondary;no;200;no;no;cellular;3;aug;172;3;-1;0;unknown
42;management;married;tertiary;no;372;yes;no;cellular;3;aug;654;2;-1;0;unknown
68;retired;married;tertiary;no;2812;no;no;cellular;3;aug;392;4;181;3;success
60;housemaid;married;secondary;no;0;no;no;telephone;3;aug;676;2;181;5;failure
34;admin.;married;tertiary;no;69;no;yes;cellular;3;aug;263;3;251;3;success
43;blue-collar;married;primary;no;2952;no;no;cellular;3;aug;417;2;95;1;other
29;management;married;tertiary;no;198;yes;no;cellular;3;aug;1179;1;-1;0;unknown
62;retired;married;secondary;no;569;no;no;cellular;4;aug;288;1;1;8;success
29;management;married;tertiary;no;198;yes;no;cellular;4;aug;453;1;1;1;failure
68;retired;married;tertiary;no;2812;no;no;cellular;4;aug;651;1;1;7;success
38;management;married;tertiary;no;1199;no;no;cellular;4;aug;178;1;1;1;success
59;unknown;married;unknown;no;1500;no;no;cellular;4;aug;248;1;182;1;other
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success
48;admin.;married;secondary;no;156;no;no;cellular;4;aug;291;1;-1;0;unknown
30;services;single;tertiary;no;1788;no;no;cellular;4;aug;288;1;181;2;failure
45;admin.;married;secondary;no;205;no;no;cellular;4;aug;180;1;92;3;success
78;retired;married;unknown;no;38;no;no;telephone;4;aug;156;1;1;3;other
59;unemployed;married;secondary;no;1625;no;no;cellular;4;aug;198;1;180;2;success
38;management;married;tertiary;no;238;no;no;cellular;4;aug;139;1;92;3;failure
33;technician;married;secondary;no;1026;no;no;cellular;4;aug;87;1;1;5;failure
49;blue-collar;married;secondary;no;1730;yes;no;cellular;4;aug;605;2;92;4;success
80;retired;married;secondary;no;2354;no;no;telephone;4;aug;199;2;181;3;success
30;housemaid;single;tertiary;no;19;no;no;cellular;4;aug;139;1;92;5;success
35;management;single;tertiary;no;747;no;no;cellular;4;aug;91;1;1;6;other
35;unemployed;single;tertiary;no;415;no;no;cellular;4;aug;462;1;92;4;success
32;management;married;tertiary;no;1812;no;no;cellular;4;aug;296;1;182;4;other
93;retired;married;unknown;no;775;no;no;cellular;4;aug;476;2;13;9;success
60;housemaid;married;secondary;no;0;no;no;telephone;4;aug;153;1;1;7;success
30;admin.;single;secondary;no;3528;no;no;cellular;4;aug;250;1;92;2;failure
42;admin.;married;secondary;no;641;no;no;cellular;4;aug;111;1;1;1;other
33;technician;married;secondary;no;180;no;no;cellular;4;aug;561;1;435;3;failure
48;housemaid;single;primary;no;46;no;no;cellular;4;aug;118;1;1;3;success
38;services;married;secondary;no;4017;no;no;cellular;4;aug;470;1;96;3;success
28;student;single;secondary;no;970;no;no;telephone;4;aug;297;1;-1;0;unknown
34;admin.;married;tertiary;no;69;no;yes;cellular;4;aug;120;3;1;6;success
42;management;married;tertiary;no;372;yes;no;cellular;4;aug;153;3;1;2;success
36;management;married;tertiary;no;1133;yes;no;cellular;4;aug;293;1;181;2;other
50;management;married;tertiary;no;2881;no;no;cellular;5;aug;510;2;2;5;other
34;technician;married;secondary;no;0;yes;no;cellular;5;aug;231;2;2;3;success
34;management;married;tertiary;no;1778;no;no;cellular;5;aug;329;2;181;4;failure
60;services;married;secondary;no;4428;no;no;cellular;5;aug;382;1;97;5;other
34;admin.;married;tertiary;no;79;yes;no;cellular;5;aug;203;1;92;5;success
29;management;single;tertiary;no;437;no;no;cellular;5;aug;504;1;92;1;success
38;technician;married;secondary;no;318;no;no;cellular;5;aug;274;1;182;6;success
53;management;married;tertiary;no;18931;no;no;cellular;5;aug;224;1;86;23;other
41;technician;single;tertiary;no;1646;yes;no;cellular;5;aug;172;3;92;8;success
38;admin.;single;secondary;no;115;no;no;cellular;5;aug;250;3;182;10;failure
45;blue-collar;single;secondary;no;0;no;no;cellular;5;aug;374;2;472;1;success
57;technician;divorced;secondary;no;470;no;no;cellular;5;aug;480;3;-1;0;unknown
53;management;married;tertiary;no;3591;yes;no;cellular;5;aug;306;2;181;2;other
56;management;divorced;tertiary;no;2037;no;no;cellular;5;aug;318;1;91;6;failure
36;services;married;secondary;no;394;no;no;cellular;5;aug;324;1;-1;0;unknown
32;management;single;tertiary;no;1077;no;no;cellular;5;aug;200;1;717;4;failure
33;technician;single;secondary;no;2979;no;no;cellular;5;aug;326;2;437;1;failure
41;management;married;tertiary;no;1092;no;no;cellular;5;aug;736;1;-1;0;unknown
67;retired;divorced;primary;no;1746;no;no;cellular;5;aug;134;1;-1;0;unknown
34;admin.;divorced;secondary;no;661;yes;no;cellular;5;aug;245;2;183;10;failure
45;management;married;tertiary;no;2077;no;no;cellular;5;aug;163;1;-1;0;unknown
